mep_id,first_name,last_name,gender,date_of_birth,date_of_death,hometown,country_of_representation
125104,Romana,Tomc,FEMALE,1965-11-02,,Ljubljana,SVN
256901,Jean-Marc,Germain,MALE,1966-06-12,,Lyon,FRA
256925,Laurence,Trochu,FEMALE,1973-07-04,,Nantes,FRA
38542,Johan,Danielsson,MALE,1982-06-30,,Borlange,SWE
256983,Jessika,Van Leeuwen,FEMALE,1981-09-10,,,NLD
124973,Gerolf,Annemans,MALE,1958-11-08,,Antwerpen,BEL
28229,Manfred,Weber,MALE,1972-07-14,,Niederhatzkofen,DEU
256902,Emma,Rafowicz,FEMALE,1995-06-24,,Paris,FRA
256870,Valérie,Devaux,FEMALE,1964-06-19,,Amiens,FRA
256993,Leire,Pajín,FEMALE,1976-09-16,,San Sebastián,ESP
125046,Jonás,Fernández,MALE,1979-01-08,,Oviedo,ESP
96933,Milan,Zver,MALE,1962-05-25,,Ljubljana,SVN
97236,Marie,Toussaint,FEMALE,1987-05-27,,LILLE,FRA
197392,Evin,Incir,FEMALE,1984-06-15,,Diyarbakir,SWE
23868,Monika,Beňová,FEMALE,1968-08-15,,Bratislava,SVK
112744,Tonino,Picula,MALE,1961-08-31,,Mali Lošinj,HRV
220871,Rihards,Kols,MALE,1984-12-16,,Riga,LVA
257104,Ruggero,Razza,MALE,,,Milan,ITA
4395,Mario,Mantovani,MALE,1950-07-28,,Arconate,ITA
197432,Jan-Christoph,Oetjen,MALE,1978-02-21,,Rotenburg,DEU
197490,Magdalena,Adamowicz,FEMALE,,,Słupsk ,POL
23699,Kateřina,Konečná,FEMALE,1981-01-20,,Nový Jičín,CZE
197557,Christophe,Grudler,MALE,1965-04-09,,BELFORT,FRA
256924,Sarah,Knafo,FEMALE,,,,FRA
256968,Ingeborg,Ter Laak,FEMALE,1973-02-18,,Gouda,NLD
257298,Ciaran,Mullooly,MALE,1966-09-04,,Longford,IRL
256842,Gerald,Hauser,MALE,1961-09-30,,St. Jakob im Defereqqental,AUT
86793,Anna,Cavazzini,FEMALE,1982-12-12,,Schlüchtern,DEU
257100,Gheorghe,Cârciu,MALE,1973-04-14,,Bixad,ROU
204400,Adrián,Vázquez Lázara,MALE,1982-05-05,,Madrid,ESP
28390,Pilar,del Castillo Vera,FEMALE,1952-07-31,,Nador (Marruecos),ESP
197462,Erik,Marquardt,MALE,1987-10-20,,Neubrandenburg,DEU
256880,Estelle,Ceulemans,FEMALE,1970-02-12,,Rocourt,BEL
197433,Katarina,Barley,FEMALE,1968-11-19,,Köln,DEU
256858,Nikolaos,Anadiotis,MALE,1983-02-10,,Αθηνα,GRC
197581,Stéphanie,Yon-Courtin,FEMALE,,,Coutances,FRA
256808,Petras,Gražulis,MALE,,,,LTU
257140,Carolina,Morace,FEMALE,1964-02-05,,Venezia,ITA
197646,Mircea-Gheorghe,Hava,MALE,1956-12-26,,Oradea,ROU
245770,Irene,Montero,FEMALE,1988-02-13,,Madrid,ESP
256843,Jana,Nagyová,FEMALE,1970-09-26,,Kosice,CZE
256913,Emma,Fourreau,FEMALE,1999-10-01,,Pontault-Combault,FRA
257034,Carmen,Crespo Díaz,FEMALE,,,,ESP
256939,Thomas,Geisel,MALE,1963-10-26,,ELLWANGEN,DEU
257260,Petar,Volgin,MALE,1969-09-28,,,BGR
2152,Leoluca,Orlando,MALE,,,Palermo,ITA
256997,Sandra,Gómez López,FEMALE,1985-07-23,,Valencia,ESP
197421,Isabel,Wiseler-Lima,FEMALE,1961-12-29,,Odivelas-Loures,LUX
257078,Paulo,Cunha,MALE,1971-08-22,,Vila Nova de Famalicao,PRT
257111,Dario,Nardella,MALE,1975-11-20,,Torre del Greco (Na),ITA
33998,Vasile,Dîncu,MALE,1961-11-25,,Năsăud,ROU
119435,Davor Ivo,Stier,MALE,1972-01-06,,Buenos Aires,HRV
840,Charles,Goerens,MALE,1952-02-06,,Ettelbruck,LUX
124713,Tomáš,Zdechovský,MALE,1979-11-02,,Havlíčkův Brod,CZE
256871,Malika,Sorel,FEMALE,,,,FRA
256891,Benoit,Cassart,MALE,1968-10-02,,Liège,BEL
256864,András Tivadar,Kulja,MALE,1989-09-17,,Nyiregyhaza,HUN
256979,Oliver,Schenk,MALE,1968-08-14,,Dachau,DEU
2341,Michael,Gahler,MALE,1960-04-22,,Frankfurt/Main,DEU
256973,Stefan,Köhler,MALE,1967-09-24,,Aschaffenburg,DEU
197763,Milan,Uhrík,MALE,,,Nové Zámky,SVK
197448,Rasmus,Andresen,MALE,1986-02-20,,Essen,DEU
130100,Hilde,Vautmans,FEMALE,1972-05-02,,Sint-Truiden,BEL
257261,Ilia,Lazarov,MALE,,,,BGR
256863,Zoltán,Tarr,MALE,1972-02-12,,,HUN
197523,Łukasz,Kohut,MALE,1982-09-10,,Katowice,POL
197578,Silvia,Sardone,FEMALE,1982-12-25,,Milan,ITA
257031,Dariusz,Joński,MALE,1979-01-12,,Łódź,POL
220908,Branko,Grims,MALE,1962-08-26,,Kranj,SVN
257150,Michele,Picaro,MALE,1981-05-15,,Bari,ITA
257016,Vicent,Marzà Ibáñez,MALE,1983-03-03,,Castelló de la Plana,ESP
28122,David,Casa,MALE,1968-11-16,,Valletta,MLT
113523,Peter,Agius,MALE,1979-04-09,,St. Julians,MLT
124795,Flavio,Tosi,MALE,1969-06-18,,Verona,ITA
256926,Marie-Agnes,Strack-Zimmermann,FEMALE,1958-03-10,,Düsseldorf,DEU
1909,Bernd,Lange,MALE,1955-11-14,,Oldenburg,DEU
256807,Dainius,Žalimas,MALE,1973-05-22,,Vilnius,LTU
124766,Petras,Auštrevičius,MALE,1963-05-16,,Vilnius,LTU
28219,Daniel,Caspary,MALE,1976-04-04,,Karlsruhe,DEU
188945,Dennis,Radtke,MALE,1979-04-29,,Bochum,DEU
197493,Jaak,Madison,MALE,1991-04-22,,Paide,EST
183916,Alexandra,Geese,FEMALE,1968-07-01,,Lippstadt,DEU
257125,Roberto,Vannacci,MALE,1968-10-20,,LA SPEZIA,ITA
28400,Francisco José,Millán Mon,MALE,1955-03-08,,Pontevedra,ESP
124850,Emil,Radev,MALE,1971-05-26,,Varna,BGR
257082,Jagna,Marczułajtis-Walczak,FEMALE,1978-12-15,,Zakopane,POL
257300,Michael,McNamara,MALE,1974-03-01,,Limerick,IRL
96711,Pascal,Canfin,MALE,1974-08-22,,Arras,FRA
197825,Raffaele,Stancanelli,MALE,1950-06-30,,Regalbuto,ITA
197702,Lina,Gálvez,FEMALE,1969-09-13,,Sevilla,ESP
197718,Nicolás,González Casares,MALE,1972-07-20,,A Coruña,ESP
257457,Zsuzsanna,Borvendég,FEMALE,1974-11-04,,,HUN
124984,Lynn,Boylan,FEMALE,1976-11-29,,Dublin,IRL
197697,Aurore,Lalucq,FEMALE,,,Longjumeau,FRA
28226,Christian,Ehler,MALE,1963-08-17,,München,DEU
97968,Andrey,Kovatchev,MALE,1967-12-13,,Sofia,BGR
193292,Tilly,Metz,FEMALE,1967-05-26,,Luxembourg,LUX
197525,Ewa,Kopacz,FEMALE,1956-12-03,,Skaryszew,POL
257256,Taner,Kabilov,MALE,1987-04-28,,Plovdiv,BGR
197481,Maximilian,Krah,MALE,1977-01-28,,Dresden,DEU
257029,Jorge,Martín Frías,MALE,1980-04-08,,Madrid,ESP
124701,Luděk,Niedermayer,MALE,1966-03-13,,Brno,CZE
256850,Filip,Turek,MALE,1985-10-15,,Prague,CZE
256890,Rudi,Kennes,MALE,1959-07-22,,Niel,BEL
257021,Diego,Solier,MALE,1980-04-26,,Valencia,ESP
256804,Pekka,Toveri,MALE,1961-04-06,,Kankaanpää,FIN
257262,Rada,Laykova,FEMALE,,,,BGR
256862,Dóra,Dávid,FEMALE,,,Pecs,HUN
257126,Gaetano,Pedulla',MALE,1967-01-05,,Catania,ITA
197391,Heléne,Fritzon,FEMALE,1960-09-29,,Kristianstad,SWE
257039,Elena,Nevado del Campo,FEMALE,1967-01-26,,Cáceres,ESP
197845,Tsvetelina,Penkova,FEMALE,1988-02-19,,Sofia,BGR
101039,Paolo,Borchia,MALE,1980-05-27,,NEGRAR,ITA
96808,Pablo,Arias Echeverría,MALE,1970-06-30,,Madrid,ESP
256960,Sibylle,Berg,NKN,,,,DEU
256811,Aurelijus,Veryga,MALE,1976-08-08,,Užventis,LTU
256961,Sebastian,Everding,MALE,1983-01-11,,Dortmund,DEU
197395,Alice,Kuhnke,FEMALE,1971-12-21,,Malmö,SWE
256929,René,Aust,MALE,1987-04-24,,Luedinghausen,DEU
257145,Daniele,Polato,MALE,1975-06-04,,Verona,ITA
257299,Kathleen,Funchion,FEMALE,1981-04-22,,Kilkenny,IRL
197537,Alexandr,Vondra,MALE,1961-08-17,,Praha,CZE
197722,Nacho,Sánchez Amor,MALE,1960-05-15,,Cáceres,ESP
197445,Moritz,Körner,MALE,1990-08-03,,Wiesbaden,DEU
257056,Mariusz,Kamiński,MALE,1965-09-25,,Sochaczew,POL
257011,Lucia,Yar,FEMALE,1987-05-15,,Snina,SVK
30123,Guillaume,Peltier,MALE,,,,FRA
124858,Fabio,De Masi,MALE,1980-03-07,,Groß-Gerau,DEU
197577,Gilles,Boyer,MALE,,,Paris,FRA
256882,Julie,Rechagneux,FEMALE,1996-01-24,,Clermont Ferrand,FRA
197529,Leila,Chaibi,FEMALE,1982-10-05,,Dijon,FRA
197653,Claudiu,Manda,MALE,1975-12-20,,Craiova,ROU
249982,Milan,Mazurek,MALE,1994-01-24,,,SVK
251874,Niels,Geuking,MALE,1992-11-17,,Coesfeld,DEU
190517,Martin,Schirdewan,MALE,,,Berlin,DEU
123562,Charlie,Weimers,MALE,1982-11-12,,HAMMARÖ,SWE
257170,Sandro,Ruotolo,MALE,1955-07-09,,Napoli,ITA
256883,Aleksandar,Nikolic,MALE,1986-10-04,,La Garenne-Colombes,FRA
256860,András,László,MALE,,,,HUN
256869,Grégory,Allione,MALE,1971-07-25,,Toulon,FRA
96668,Seán,Kelly,MALE,1952-04-26,,Killarney,IRL
125042,Javi,López,MALE,1985-11-11,,Madrid,ESP
197414,Loucas,Fourlas,MALE,1969-08-21,,Lemesos,CYP
256959,Alexander,Sell,MALE,1980-11-25,,,DEU
94649,Catherine,Griset,FEMALE,1972-08-20,,Boulogne-sur-Mer,FRA
111412,Villy,Søvndal,MALE,1952-04-04,,Struer,DNK
124884,Kosma,Złotowski,MALE,1964-01-14,,Bydgoszcz,POL
1927,Peter,Liese,MALE,1965-05-20,,OLSBERG,DEU
256851,Ondřej,Dostál,MALE,,,Chomutov,CZE
257122,Antonio,Decaro,MALE,1970-07-17,,Bari,ITA
256894,Sylvie,Josserand,FEMALE,,,,FRA
197468,Özlem,Demirel,FEMALE,1984-03-10,,Malatya,DEU
262021,Hanna,Gronkiewicz-Waltz,FEMALE,1952-11-04,,Warszawa,POL
28223,Andreas,Schwab,MALE,,,Rottweil,DEU
257107,Virgil-Daniel,Popescu,MALE,1968-04-25,,Drobeta Turnu Severin,ROU
256941,Alexander,Jungbluth,MALE,1987-02-07,,WUERSELEN,DEU
125670,Massimiliano,Salini,MALE,1973-03-11,,Soresina (CR),ITA
256861,Kinga,Kollár,FEMALE,1978-03-06,,Esztergom,HUN
256898,Pierre,Jouvet,MALE,1986-10-06,,Valence,FRA
256927,Carola,Rackete,FEMALE,1988-05-08,,Preetz,DEU
257143,Mariateresa,Vivaldini,FEMALE,1967-11-22,,Brescia,ITA
256854,Balázs,Győrffy,MALE,1979-04-21,,Papa,HUN
125052,Juan Carlos,Girauta Vidal,MALE,1961-03-12,,Barcelona,ESP
256896,Angéline,Furet,FEMALE,1981-07-24,,Le Mans,FRA
257043,Maravillas,Abadía Jover,FEMALE,1981-12-08,,Murcia,ESP
256974,Verena,Mertens,FEMALE,1981-11-20,,Salzkotten,DEU
23788,Adam,Bielan,MALE,1974-09-12,,Gdańsk,POL
257044,Rasmus,Nordqvist,MALE,1975-07-18,,Copenhagen,DNK
256977,Andrea,Wechsler,FEMALE,,,,DEU
256964,Nela,Riehl,FEMALE,1985-09-11,,Hamburg,DEU
204414,Margarita,de la Pisa Carrión,FEMALE,1975-09-19,,Madrid,ESP
125065,Elissavet,Vozemberg-Vrionidi,FEMALE,1956-09-14,,Athina,GRC
257237,Regina,Doherty,FEMALE,1971-01-26,,Dublin,IRL
256876,Anne-Sophie,Frigout,FEMALE,1991-04-11,,Reims,FRA
88552,Julien,Sanchez,MALE,1983-10-19,,Argenteuil,FRA
256922,Marion,Maréchal,FEMALE,1989-12-10,,,FRA
219652,Matej,Tonin,MALE,1983-07-30,,Ljubljana,SVN
28615,Roberts,Zīle,MALE,1958-06-20,,Rīga,LVA
257009,Isabel,Serra Sánchez,FEMALE,,,,ESP
257094,Giovanni,Crosetto,MALE,1990-08-12,,Savigliano,ITA
197498,Robert,Biedroń,MALE,1976-04-13,,Rymanów,POL
197824,Giuseppe,Milazzo,MALE,1977-08-21,,Palermo,ITA
95074,Jeroen,Lenaers,MALE,1984-04-29,,Stramproy,NLD
197528,Ondřej,Knotek,MALE,1984-08-31,,Sušice,CZE
256945,Irmhild,Boßdorf,FEMALE,,,,DEU
256947,Fredis,Beleris,MALE,1972-08-09,,Himarë,GRC
91636,Marit,Maij,FEMALE,1972-01-16,,Apeldoorn,NLD
197719,Cristina,Maestre,FEMALE,1975-07-27,,Ciudad Real,ESP
256956,Galato,Alexandraki,FEMALE,,,,GRC
256805,Li,Andersson,FEMALE,1987-05-13,,Turku,FIN
28399,Antonio,López-Istúriz White,MALE,1970-04-01,,Pamplona,ESP
131580,Jordan,Bardella,MALE,1995-09-13,,Drancy,FRA
197694,Raphaël,Glucksmann,MALE,1979-10-15,,Boulogne-Billancourt,FRA
118859,Roberta,Metsola,FEMALE,1979-01-18,,St Julians,MLT
197417,Tomislav,Sokol,MALE,1982-09-20,,Zagreb,HRV
197502,Marie-Pierre,Vedrenne,FEMALE,1982-12-13,,Limoges,FRA
257147,Alessandro,Ciriani,MALE,1970-08-02,,Pordenone,ITA
206158,Manuela,Ripa,FEMALE,,,Saarbrücken,DEU
124715,György,Hölvényi,MALE,,,Budapest,HUN
257032,Kamila,Gasiuk-Pihowicz,FEMALE,1983-05-08,,Warszawa,POL
256912,Rima,Hassan,FEMALE,1992-04-28,,Alep,FRA
256985,Michalis,Hadjipantela,MALE,,,,CYP
257002,José,Cepeda,MALE,1968-07-19,,Ciudad Real,ESP
124760,Nicolas,Bay,MALE,1977-12-21,,Saint-Germain-en-Laye,FRA
197491,Marina,Kaljurand,FEMALE,1962-09-06,,Tallinn,EST
257098,Gabriela,Firea,FEMALE,1972-07-13,,BACAU,ROU
256986,Geadis,Geadi,MALE,,,,CYP
256905,Eric,Sargiacomo,MALE,1969-10-31,,LOUHANS,FRA
257055,Małgorzata,Gosiewska,FEMALE,,,Gdansk,POL
257116,Georgiana,Teodorescu,FEMALE,1985-08-19,,,ROU
185341,Željana,Zovko,FEMALE,,,Mostar,HRV
256904,Chloé,Ridel,FEMALE,1991-11-25,,Clamart,FRA
257010,Ľudovít,Ódor,MALE,1976-07-02,,Komárno,SVK
257065,Sérgio,Humberto,MALE,1975-11-07,,Trofa,PRT
256806,Sebastian,Tynkkynen,MALE,1989-03-08,,Lohtaja,FIN
256995,Gordan,Bosanac,MALE,1973-09-18,,Zagreb,HRV
256944,Hans,Neuhoff,MALE,1959-01-10,,Bonn,DEU
23816,András,Gyürk,MALE,1972-12-02,,Budapest,HUN
197400,Abir,Al-Sahlani,FEMALE,1976-05-18,,Basra,SWE
197772,Tineke,Strik,FEMALE,1961-09-28,,Appeltern,NLD
39725,Iuliu,Winkler,MALE,1964-03-14,,Hunedoara,ROU
197516,Patryk,Jaki,MALE,1985-05-11,,Opole,POL
257085,Krzysztof,Śmiszek,MALE,1979-08-25,,STALOWA WOLA,POL
257080,Piotr,Müller,MALE,1989-05-02,,Słupsk,POL
256948,Arno,Bausemer,MALE,,,,DEU
125204,Borja,Giménez Larraz,MALE,,,,ESP
257062,Stanisław,Tyszka,MALE,1979-04-11,,Warszawa,POL
98582,Loránt,Vincze,MALE,1977-11-03,,Târgu Mureș / Marosvásárhely,ROU
256951,Anja,Arndt,FEMALE,,,"Groß Neßhausen, Tettens/Wangerland",DEU
257124,Giuseppe,Lupo,MALE,1966-03-18,,Palermo,ITA
257073,Tobiasz,Bocheński,MALE,1987-12-15,,Lodz,POL
197810,Nils,Ušakovs,MALE,1976-06-08,,RIGA,LVA
96791,Elżbieta Katarzyna,Łukacijewska,FEMALE,1966-11-25,,Jasło,POL
124867,Brando,Benifei,MALE,1986-01-01,,La Spezia,ITA
197408,Hildegard,Bentele,FEMALE,1976-05-22,,Ludwigsburg,DEU
36392,Aldo,Patriciello,MALE,1957-09-27,,Venafro,ITA
197734,Lefteris,Nikolaou-Alavanos,MALE,1985-02-07,,Athens,GRC
257437,Catarina,Vieira,FEMALE,1996-05-14,,,NLD
197501,Joachim Stanisław,Brudziński,MALE,1968-02-04,,Świerklaniec,POL
256946,Christine,Singer,FEMALE,,,,DEU
126699,Gilles,Pennelle,MALE,1962-07-20,,DIEPPE,FRA
124875,Anders,Vistisen,MALE,1987-11-12,,Viborg,DNK
197627,Virginie,Joron,FEMALE,1973-12-11,,Troyes,FRA
257118,Luis-Vicențiu,Lazarus,MALE,1967-03-12,,Drobeta- Turnu Severin,ROU
197652,Angelika,Winzig,FEMALE,,,Attnang-Puchheim,AUT
257030,Raúl,de la Hoz Quintano,MALE,,,Palencia,ESP
257052,Maciej,Wąsik,MALE,1969-10-16,,Warszawa,POL
2268,Jonas,Sjöstedt,MALE,1964-12-25,,Göteborg,SWE
256921,Laurent,Castillo,MALE,1962-03-12,,Casablanca,FRA
257014,Veronika,Cifrová Ostrihoňová,FEMALE,1989-02-03,,Bratislava,SVK
256841,Helmut,Brandstätter,MALE,1955-04-24,,Wien,AUT
257041,Jacek,Protas,MALE,1964-01-15,,Lidzbark Warmiński,POL
197405,Jörgen,Warborn,MALE,1969-01-23,,Varberg,SWE
256992,Hana,Jalloul Muro,FEMALE,1978-04-08,,Zaragoza,ESP
24922,Pascal,Arimont,MALE,1974-09-25,,Malmedy,BEL
96681,Vilija,Blinkevičiūtė,FEMALE,1960-03-03,,Linkuva,LTU
197440,Delara,Burkhardt,FEMALE,1992-11-03,,Hamburg,DEU
197449,Michael,Bloss,MALE,1986-11-06,,Filderstadt,DEU
256865,Eszter,Lakos,FEMALE,1981-03-08,,GYOR,HUN
197842,Elena,Yoncheva,FEMALE,1964-05-27,,Sofia,BGR
86057,Bartłomiej,Sienkiewicz,MALE,1961-07-29,,Kielce,POL
197556,Ivan,David,MALE,1952-09-24,,Praha,CZE
257022,Nora,Junco García,FEMALE,,,,ESP
198176,Roman,Haider,MALE,1967-04-13,,Grieskirchen,AUT
197443,Andreas,Glück,MALE,1975-03-08,,Münsingen,DEU
197648,Alexander,Bernhuber,MALE,1992-05-18,,St. Polten,AUT
107212,Andrey,Novakov,MALE,1988-07-07,,PAZARDZHIK,BGR
5736,Alexandre,Varaut,MALE,1966-01-18,,Neuilly sur Seine,FRA
197444,Svenja,Hahn,FEMALE,1989-07-25,,Hamburg,DEU
256998,Rachel,Blom,FEMALE,1987-10-07,,Rotterdam,NLD
124802,Siegfried,Mureşan,MALE,1981-09-20,,Hunedoara,ROU
188096,Jüri,Ratas,MALE,1978-07-02,,Tallinn,EST
256857,Viktória,Ferenc,FEMALE,1984-06-12,,Uzhhorod,HUN
214839,Emma,Wiesner,FEMALE,1992-11-11,,Västerås,SWE
260724,Csaba,Dömötör,MALE,1982-09-13,,Budapest,HUN
257003,Jeannette,Baljeu,FEMALE,1967-08-07,,,NLD
257131,Anna Maria,Cisint,FEMALE,,,Cormons,ITA
204413,Marcos,Ros Sempere,MALE,1974-03-24,,Murcia,ESP
197497,Sven,Mikser,MALE,1973-11-08,,Tartu,EST
197533,Manon,Aubry,FEMALE,1989-12-22,,Frejus,FRA
197691,Mathilde,Androuët,FEMALE,1984-07-03,,Rueil Malmaison,FRA
257066,André,Rodrigues,MALE,1977-02-12,,Ponta Delgada,PRT
124846,Pina,Picierno,FEMALE,1981-05-10,,S.  Maria Capua Vetere,ITA
256895,Julien,Leonardelli,MALE,1987-07-14,,Lavelanet,FRA
197406,Arba,Kokalari,FEMALE,1986-11-27,,Tirana,SWE
197422,Christine,Schneider,FEMALE,1972-06-05,,Landau,DEU
197672,Eugen,Tomac,MALE,1981-06-27,,Ismail,ROU
261038,Tomáš,Kubín,MALE,1962-07-24,,Jindřichův Hradec,CZE
249603,Martine,Kemp,FEMALE,1994-07-08,,Luxembourg,LUX
256872,Fabrice,Leggeri,MALE,1968-03-28,,Mulhouse,FRA
5729,Kathleen,Van Brempt,FEMALE,1969-11-18,,Wilrijk,BEL
256803,Maria,Guzenina,FEMALE,1969-01-12,,Helsinki,FIN
257047,Borys,Budka,MALE,1978-03-11,,Czeladz,POL
256877,Pascale,Piera,FEMALE,1967-02-23,,Chatou,FRA
124806,David,McAllister,MALE,1971-01-12,,Berlin,DEU
58766,Nicolae,Ştefănuță,MALE,1982-01-03,,Rășinari,ROU
257012,Estrella,Galán,FEMALE,1971-04-24,,Madrid,ESP
72779,Nadine,Morano,FEMALE,1963-11-06,,Nancy,FRA
197769,Michal,Wiezik,MALE,1979-06-14,,Martin,SVK
256937,Vivien,Costanzo,FEMALE,1990-02-06,,HEPPENHEIM,DEU
257301,Cynthia,Ní Mhurchú,FEMALE,,,,IRL
257064,Anna,Bryłka,FEMALE,,,Koło,POL
190464,Thomas,Waitz,MALE,1973-05-16,,Vienna,AUT
4289,Angelika,Niebler,FEMALE,1963-02-18,,München,DEU
197473,Christian,Doleschal,MALE,1988-04-27,,KEMNATH,DEU
257028,Henrik,Dahl,MALE,1960-02-20,,Aarhus,DNK
257727,Pierfrancesco,Maran,MALE,1980-05-27,,Milano,ITA
257259,Nikola,Minchev,MALE,,,,BGR
197623,Thierry,Mariani,MALE,1958-08-08,,ORANGE,FRA
96725,Bas,Eickhout,MALE,1976-10-08,,Groesbeek,NLD
112748,Biljana,Borzan,FEMALE,1971-11-29,,Osijek,HRV
125001,Harald,Vilimsky,MALE,1966-07-22,,Wien,AUT
197649,Gheorghe,Falcă,MALE,1967-01-22,,Brad,ROU
257060,Arkadiusz,Mularczyk,MALE,1971-02-04,,Racibórz,POL
257115,Gheorghe,Piperea,MALE,1970-03-01,,Singureni,ROU
197500,Mounir,Satouri,MALE,1975-05-25,,Casablanca,FRA
256967,Jan-Peter,Warnke,MALE,,,Dresden,DEU
135511,Valérie,Hayer,FEMALE,1986-04-06,,Château-Gontier,FRA
96932,Birgit,Sippel,FEMALE,1960-01-29,,Bochum,DEU
256994,Idoia,Mendia,FEMALE,,,,ESP
256954,Afroditi,Latinopoulou,FEMALE,,,,GRC
197553,Beata,Szydło,FEMALE,1963-04-15,,Oswiecim,POL
197782,Mohammed,Chahim,MALE,1985-04-18,,Fes,NLD
124813,Dario,Tamburrano,MALE,1969-08-27,,Roma,ITA
257438,Anouk,Van Brug,FEMALE,1992-09-14,,Amsterdam,NLD
124736,Merja,Kyllönen,FEMALE,1977-01-25,,Suomussalmi,FIN
220801,Sophie,Wilmès,FEMALE,1975-01-15,,,BEL
199941,Marianne,Vind,FEMALE,1970-12-03,,Koge,DNK
190574,Tomasz,Froelich,MALE,1988-10-15,,Hamburg,DEU
256990,Anna,Strolenberg,FEMALE,1995-07-23,,Utrecht,NLD
257110,Dan,Barna,MALE,1975-07-10,,Sibiu,ROU
124799,Alessandra,Moretti,FEMALE,,,Vicenza,ITA
40599,Sirpa,Pietikäinen,FEMALE,1959-04-19,,Parikkala,FIN
197574,Damien,Carême,MALE,1960-11-16,,Joeuf,FRA
257117,Adrian-George,Axinia,MALE,,,Focsani,ROU
28307,Francisco,Assis,MALE,1965-01-08,,Amarante,PRT
125106,Johan,Van Overtveldt,MALE,1955-08-24,,Mortsel,BEL
257084,Joanna,Scheuring-Wielgus,FEMALE,1972-02-08,,Torun,POL
124726,Henna,Virkkunen,FEMALE,1972-06-04,,Joutsa,FIN
